,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_temp,Wind_speed
266,moree,0.0,AU,2019-03-31,33.0,-29.46,149.84,75.2,10.29
267,awjilah,0.0,LY,2019-03-31,74.0,29.14,21.3,46.91,3.06
268,roblin,44.0,CA,2019-03-31,83.0,51.23,-101.35,24.41,7.76
269,moerai,88.0,PF,2019-03-31,100.0,-22.43,-151.33,77.69,20.74
270,safranbolu,88.0,TR,2019-03-31,94.0,41.25,32.69,30.17,2.39
271,kaspiyskiy,0.0,RU,2019-03-31,96.0,45.39,47.37,42.23,17.05
272,codrington,40.0,AU,2019-03-31,47.0,-28.95,153.24,78.01,9.17
273,benguela,20.0,AO,2019-03-31,100.0,-12.58,13.4,79.94,5.3
274,bambous virieux,20.0,MU,2019-03-31,88.0,-20.34,57.76,77.0,6.93
275,tommot,68.0,RU,2019-03-31,63.0,58.97,126.27,27.56,3.51
276,oak ridge,1.0,US,2019-03-31,51.0,36.01,-84.27,42.8,5.82
277,bonfim,0.0,BR,2019-03-31,77.0,-20.33,-44.24,68.0,3.36
278,mount gambier,90.0,AU,2019-03-31,55.0,-37.83,140.78,62.6,5.82
279,noyabrsk,56.0,RU,2019-03-31,92.0,63.2,75.45,24.41,10.78
280,guerrero negro,48.0,MX,2019-03-31,29.0,27.97,-114.04,71.66,10.56
281,axochiapan,0.0,MX,2019-03-31,28.0,18.5,-98.75,82.99,1.99
282,muzhi,0.0,RU,2019-03-31,78.0,65.4,64.7,23.24,11.23
283,nioro,0.0,GM,2019-03-31,39.0,13.79,-15.05,77.06,11.12
284,luderitz,12.0,NA,2019-03-31,83.0,-26.65,15.16,59.96,18.84
285,guigue,88.0,VE,2019-03-31,96.0,10.09,-67.78,72.2,3.74
286,ilhabela,76.0,BR,2019-03-31,98.0,-23.78,-45.36,76.7,14.7
287,roald,48.0,NO,2019-03-31,93.0,62.58,6.12,39.99,19.46
288,bathsheba,20.0,BB,2019-03-31,73.0,13.22,-59.52,77.0,13.87
289,quatre cocos,20.0,MU,2019-03-31,88.0,-20.21,57.76,77.0,6.93
290,nambour,32.0,AU,2019-03-31,73.0,-26.63,152.96,77.0,1.99
291,altamont,1.0,CA,2019-03-31,100.0,49.4,-98.5,32.0,3.36
292,marbella,75.0,ES,2019-03-31,100.0,36.51,-4.89,59.0,4.7
293,abeche,0.0,TD,2019-03-31,20.0,13.83,20.83,72.2,10.78
294,malayal,20.0,PH,2019-03-31,70.0,7.21,121.94,86.0,5.82
295,jaru,0.0,BR,2019-03-31,93.0,-10.43,-62.48,74.63,1.72
296,creel,0.0,MX,2019-03-31,37.0,27.75,-107.63,52.13,4.41
297,kamsack,20.0,CA,2019-03-31,68.0,51.56,-101.9,26.6,5.82
298,nurota,0.0,UZ,2019-03-31,56.0,40.56,65.69,41.0,11.41
299,jasper,32.0,US,2019-03-31,80.0,33.83,-87.28,46.0,7.65
300,istok,0.0,PL,2019-03-31,70.0,52.66,23.48,32.0,8.95
301,ula,75.0,TR,2019-03-31,100.0,37.1,28.42,50.0,1.95
302,mopipi,0.0,BW,2019-03-31,43.0,-21.2,24.86,72.56,9.55
303,san blas,5.0,MX,2019-03-31,77.0,21.54,-105.29,66.2,4.7
304,tuatapere,76.0,NZ,2019-03-31,77.0,-46.13,167.69,51.01,4.0
305,harboore,0.0,DK,2019-03-31,92.0,56.62,8.18,30.99,2.24
306,padang,40.0,ID,2019-03-31,78.0,-0.92,100.36,82.4,2.24
307,aswan,0.0,EG,2019-03-31,78.0,24.09,32.9,45.47,3.62
308,vuktyl,88.0,RU,2019-03-31,80.0,63.86,57.31,27.38,4.29
309,khandyga,0.0,RU,2019-03-31,59.0,62.65,135.58,27.65,3.51
310,barstow,1.0,US,2019-03-31,27.0,31.46,-103.39,50.0,10.29
311,sabancuy,8.0,MX,2019-03-31,96.0,18.97,-91.18,78.68,18.16
312,tucuman,24.0,PE,2019-03-31,80.0,-17.17,-70.89,58.25,2.39
313,klaksvik,80.0,FO,2019-03-31,86.0,62.23,-6.59,41.0,17.22
314,onguday,24.0,RU,2019-03-31,71.0,50.75,86.14,39.89,1.61
315,lorengau,88.0,PG,2019-03-31,94.0,-2.02,147.27,84.35,11.56
316,masalli,20.0,KR,2019-03-31,21.0,35.34,128.62,51.8,16.11
317,kroya,20.0,ID,2019-03-31,85.0,-6.5,108.06,84.71,2.73
318,patos,80.0,BR,2019-03-31,96.0,-7.03,-37.28,70.76,3.29
319,lithakia,20.0,GR,2019-03-31,81.0,37.72,20.83,53.01,2.24
320,juneau,1.0,US,2019-03-31,34.0,58.3,-134.42,53.6,3.36
321,morondava,0.0,MG,2019-03-31,100.0,-20.3,44.28,71.03,1.5
322,flinders,75.0,AU,2019-03-31,63.0,-34.58,150.85,69.01,6.93
323,lulea,0.0,SE,2019-03-31,63.0,65.58,22.15,26.6,9.17
324,sabang,100.0,PH,2019-03-31,100.0,13.72,123.58,76.25,6.42
325,lata,0.0,IN,2019-03-31,58.0,30.78,78.62,52.49,2.06
326,inhambane,0.0,MZ,2019-03-31,100.0,-23.87,35.38,68.24,3.74
327,riyadh,0.0,SA,2019-03-31,56.0,24.63,46.72,69.8,5.82
328,rafai,12.0,CF,2019-03-31,75.0,4.95,23.92,74.18,8.43
329,sao filipe,0.0,CV,2019-03-31,98.0,14.9,-24.5,70.31,14.7
330,conroe,1.0,US,2019-03-31,100.0,30.31,-95.46,48.99,4.97
331,avera,1.0,US,2019-03-31,57.0,33.19,-82.53,55.4,5.82
332,melchor de mencos,0.0,GT,2019-03-31,69.0,17.06,-89.15,80.6,4.85
333,alice springs,0.0,AU,2019-03-31,19.0,-23.7,133.88,75.2,12.75
334,gijon,0.0,ES,2019-03-31,93.0,43.54,-5.66,48.99,11.01
335,mae sai,0.0,MM,2019-03-31,65.0,20.44,99.89,84.0,5.82
336,boralday,20.0,KZ,2019-03-31,76.0,43.36,76.86,51.8,4.47
337,noshiro,75.0,JP,2019-03-31,64.0,40.21,140.05,41.0,1.12
338,shenjiamen,0.0,CN,2019-03-31,85.0,29.96,122.3,54.56,7.65
339,tselinnoye,0.0,UA,2019-03-31,89.0,45.9,34.18,40.97,3.62
340,castlemaine,20.0,IE,2019-03-31,97.0,52.17,-9.7,37.46,2.39
341,camargo,0.0,MX,2019-03-31,33.0,27.69,-105.17,61.67,7.76
342,yomou,20.0,GN,2019-03-31,97.0,7.57,-9.26,69.41,3.96
343,darhan,48.0,MN,2019-03-31,28.0,49.49,105.92,43.31,4.29
344,siemiatycze,0.0,PL,2019-03-31,90.0,52.43,22.86,28.99,1.01
345,grindavik,75.0,IS,2019-03-31,100.0,63.84,-22.43,32.0,11.41
346,karratha,0.0,AU,2019-03-31,28.0,-20.74,116.85,98.03,3.62
347,rosarito,40.0,CO,2019-03-31,94.0,4.91,-75.23,69.8,2.24
348,saint george,0.0,GR,2019-03-31,70.0,39.45,22.34,48.0,8.05
349,menongue,32.0,AO,2019-03-31,45.0,-14.66,17.68,64.91,3.06
350,gamba,24.0,CN,2019-03-31,79.0,28.28,88.52,19.28,2.73
351,jumla,32.0,NP,2019-03-31,82.0,29.28,82.18,34.13,1.72
352,royan,0.0,FR,2019-03-31,61.0,45.62,-1.03,50.0,7.2
353,naron,32.0,ES,2019-03-31,93.0,43.52,-8.15,55.0,19.95
354,maragogi,88.0,BR,2019-03-31,98.0,-9.01,-35.22,77.96,2.95
355,fare,12.0,PF,2019-03-31,100.0,-16.7,-151.02,84.71,4.18
356,pali,0.0,IN,2019-03-31,24.0,25.77,73.33,80.3,4.63
357,hue,40.0,VN,2019-03-31,70.0,16.47,107.58,86.0,4.7
358,angoram,12.0,PG,2019-03-31,58.0,-4.06,144.07,92.0,2.73
359,mahebourg,20.0,MU,2019-03-31,88.0,-20.41,57.7,77.0,6.93
360,wanning,90.0,AT,2019-03-31,70.0,48.64,13.53,48.2,11.41
361,manta,0.0,RO,2019-03-31,74.0,45.1,24.1,32.51,3.62
362,barcelos,0.0,PT,2019-03-31,76.0,41.53,-8.62,59.0,6.93
363,hamilton,75.0,CA,2019-03-31,79.0,43.26,-79.87,28.0,8.05
364,rocha,64.0,UY,2019-03-31,96.0,-34.48,-54.34,59.51,3.96
365,kishi,0.0,NG,2019-03-31,66.0,9.08,3.85,79.76,10.0
366,merauke,76.0,ID,2019-03-31,97.0,-8.49,140.4,82.1,8.21
367,robertsport,88.0,LR,2019-03-31,100.0,6.75,-11.37,81.56,8.43
368,helena,1.0,US,2019-03-31,69.0,46.59,-112.04,39.2,4.7
369,shiyan,24.0,CN,2019-03-31,31.0,32.65,110.78,57.99,4.0
370,afyonkarahisar,0.0,TR,2019-03-31,86.0,38.76,30.53,30.0,1.99
371,briancon,8.0,FR,2019-03-31,45.0,44.9,6.65,46.0,3.0
372,peterhead,20.0,AU,2019-03-31,45.0,-34.83,138.5,70.0,12.75
373,pampa,90.0,US,2019-03-31,36.0,35.54,-100.96,46.4,8.05
374,hailar,32.0,CN,2019-03-31,27.0,49.2,119.7,34.4,11.45
375,umea,0.0,SE,2019-03-31,68.0,63.83,20.26,26.6,6.93
376,san policarpo,8.0,PH,2019-03-31,82.0,12.18,125.51,82.55,12.12
377,concepcion del oro,0.0,MX,2019-03-31,79.0,24.63,-101.42,52.31,5.75
378,kommunisticheskiy,24.0,RU,2019-03-31,80.0,61.68,64.48,25.76,6.64
379,fairmount,1.0,US,2019-03-31,68.0,40.42,-85.65,28.99,2.95
380,simpang,75.0,MY,2019-03-31,88.0,4.82,100.71,77.0,2.24
381,alabaster,1.0,US,2019-03-31,52.0,33.24,-86.82,46.4,8.05
382,gandara,8.0,PH,2019-03-31,71.0,12.01,124.81,86.15,9.89
383,ishigaki,75.0,JP,2019-03-31,82.0,24.34,124.16,64.4,25.28
384,sioux lookout,75.0,CA,2019-03-31,46.0,50.1,-91.92,28.4,4.7
385,mikhaylovka,0.0,RU,2019-03-31,66.0,52.96,103.29,43.85,4.18
386,margate,20.0,AU,2019-03-31,41.0,-43.03,147.26,66.0,10.29
387,abonnema,0.0,NG,2019-03-31,96.0,4.71,6.79,75.08,4.74
388,gorele,75.0,TR,2019-03-31,81.0,41.03,39.0,45.0,5.82
389,coihaique,0.0,CL,2019-03-31,58.0,-45.58,-72.07,53.6,23.04
390,meulaboh,12.0,ID,2019-03-31,100.0,4.14,96.13,82.73,3.4
391,innisfail,75.0,CA,2019-03-31,69.0,52.02,-113.95,37.4,5.82
392,kampot,40.0,KH,2019-03-31,66.0,10.62,104.18,87.8,11.41
393,wahiawa,75.0,US,2019-03-31,64.0,21.5,-158.02,80.6,3.36
394,isangel,0.0,VU,2019-03-31,100.0,-19.55,169.27,80.3,10.45
395,rabo de peixe,75.0,PT,2019-03-31,82.0,37.8,-25.58,55.4,17.22
396,krutinka,8.0,RU,2019-03-31,93.0,56.01,71.51,28.73,9.22
397,otradnoye,0.0,RU,2019-03-31,84.0,59.77,30.8,32.0,8.95
398,mezen,0.0,RU,2019-03-31,84.0,65.85,44.24,23.87,5.64
399,kayankulam,56.0,IN,2019-03-31,100.0,9.18,76.5,84.71,4.85
400,vitim,0.0,RU,2019-03-31,62.0,59.44,112.57,34.58,3.74
401,kaeo,92.0,NZ,2019-03-31,95.0,-35.1,173.78,72.0,1.01
402,solnechnyy,80.0,RU,2019-03-31,71.0,50.72,136.64,27.83,6.42
403,poum,0.0,MK,2019-03-31,76.0,41.28,20.71,29.36,1.39
404,liusha,100.0,CN,2019-03-31,100.0,27.21,108.59,47.18,3.62
405,berlevag,40.0,NO,2019-03-31,86.0,70.86,29.09,28.4,39.15
406,grand gaube,20.0,MU,2019-03-31,88.0,-20.01,57.66,77.0,6.93
407,natal,75.0,BR,2019-03-31,88.0,-5.81,-35.21,78.8,1.12
408,nanticoke,90.0,US,2019-03-31,46.0,41.21,-76.0,35.01,9.17
409,youkounkoun,0.0,GN,2019-03-31,43.0,12.53,-13.12,80.66,6.87
410,bartow,90.0,US,2019-03-31,64.0,27.9,-81.84,73.4,10.22
411,cowra,12.0,AU,2019-03-31,50.0,-33.84,148.69,64.99,1.99
412,kannur,0.0,IN,2019-03-31,71.0,11.88,75.37,83.0,3.18
413,husavik,8.0,CA,2019-03-31,85.0,50.56,-96.99,32.0,1.99
414,zhanaozen,0.0,KZ,2019-03-31,87.0,43.35,52.85,32.6,11.9
415,alenquer,40.0,BR,2019-03-31,100.0,-1.95,-54.74,77.0,2.73
416,suntar,20.0,RU,2019-03-31,60.0,62.16,117.65,35.3,4.52
417,floro,75.0,NO,2019-03-31,93.0,61.6,5.03,37.99,20.8
418,marzuq,0.0,YE,2019-03-31,82.0,14.4,46.47,44.48,2.39
419,saryozek,0.0,KZ,2019-03-31,54.0,44.36,77.98,49.16,5.75
420,plettenberg bay,76.0,ZA,2019-03-31,100.0,-34.05,23.37,63.38,30.8
421,sungai besar,90.0,MY,2019-03-31,100.0,3.68,100.99,77.0,2.24
422,yulara,0.0,AU,2019-03-31,19.0,-25.24,130.99,78.8,10.29
423,senneterre,1.0,CA,2019-03-31,66.0,48.39,-77.24,14.0,6.93
424,gweru,0.0,ZW,2019-03-31,93.0,-19.46,29.82,56.81,2.95
425,shelburne,90.0,CA,2019-03-31,79.0,44.08,-80.2,26.01,10.29
426,kibala,0.0,TD,2019-03-31,66.0,9.11,18.35,73.55,1.83
427,rafaela,92.0,AR,2019-03-31,69.0,-31.25,-61.49,75.99,1.99
428,gigmoto,76.0,PH,2019-03-31,100.0,13.78,124.39,78.95,7.2
429,salym,0.0,RU,2019-03-31,69.0,60.06,71.48,31.52,10.78
430,pacific grove,1.0,US,2019-03-31,62.0,36.62,-121.92,64.0,4.7
431,maple creek,88.0,CA,2019-03-31,58.0,49.91,-109.46,34.58,4.41
432,tucupita,76.0,VE,2019-03-31,70.0,9.06,-62.05,79.58,9.66
433,porto novo,40.0,BR,2019-03-31,93.0,-23.68,-45.44,66.2,3.36
434,manggar,0.0,ID,2019-03-31,90.0,-2.88,108.27,87.23,3.96
435,sept-iles,90.0,CA,2019-03-31,100.0,50.2,-66.38,35.6,5.82
436,yerbogachen,48.0,RU,2019-03-31,70.0,61.28,108.01,33.59,6.64
437,houma,0.0,CN,2019-03-31,27.0,35.63,111.36,63.83,2.84
438,bilma,32.0,NE,2019-03-31,19.0,18.69,12.92,60.68,6.64
439,chapais,90.0,CA,2019-03-31,56.0,49.78,-74.86,12.2,12.75
440,charters towers,64.0,AU,2019-03-31,85.0,-20.07,146.27,72.38,8.21
441,alofi,92.0,NU,2019-03-31,88.0,-19.06,-169.92,80.6,6.93
442,talcahuano,32.0,CL,2019-03-31,100.0,-36.72,-73.12,53.6,4.7
443,la ligua,0.0,CL,2019-03-31,82.0,-32.45,-71.23,59.0,2.95
444,los llanos de aridane,92.0,ES,2019-03-31,72.0,28.66,-17.92,59.0,6.93
445,middelburg,8.0,ZA,2019-03-31,73.0,-25.77,29.46,52.67,3.06
446,jalu,0.0,LY,2019-03-31,68.0,29.03,21.55,47.9,3.74
447,slupca,0.0,PL,2019-03-31,72.0,52.29,17.87,32.0,2.95
448,buraydah,75.0,SA,2019-03-31,48.0,26.33,43.97,60.8,19.46
449,veraval,0.0,FR,2019-03-31,81.0,49.65,0.71,48.0,11.41
450,tabou,32.0,CI,2019-03-31,96.0,4.42,-7.36,84.62,6.64
451,colares,20.0,PT,2019-03-31,93.0,38.8,-9.45,59.0,3.36
452,bojnurd,75.0,IR,2019-03-31,81.0,37.47,57.33,48.2,9.17
453,viedma,24.0,AR,2019-03-31,52.0,-40.81,-62.99,73.01,11.56
454,comodoro rivadavia,0.0,AR,2019-03-31,34.0,-45.87,-67.48,68.0,12.75
455,lufilufi,40.0,WS,2019-03-31,14.0,-13.87,-171.6,136.4,4.7
456,allonnes,0.0,FR,2019-03-31,81.0,47.97,0.16,48.2,5.82
457,fortuna,75.0,ES,2019-03-31,93.0,38.18,-1.13,55.4,3.36
458,washougal,1.0,US,2019-03-31,39.0,45.58,-122.35,62.6,1.95
459,mackay,75.0,CA,2019-03-31,73.0,53.65,-115.58,37.4,4.7
460,zhuanghe,0.0,CN,2019-03-31,73.0,39.7,122.97,48.0,4.74
461,deputatskiy,32.0,RU,2019-03-31,90.0,69.3,139.9,19.01,3.74
462,porto walter,44.0,BR,2019-03-31,79.0,-8.27,-72.74,80.12,3.06
463,ballina,32.0,IE,2019-03-31,87.0,54.11,-9.15,42.01,5.99
464,roma,0.0,IT,2019-03-31,75.0,41.89,12.48,53.01,1.12
465,lasa,40.0,CY,2019-03-31,93.0,34.92,32.53,50.0,6.93
466,anzio,0.0,IT,2019-03-31,75.0,41.45,12.63,53.01,1.12
467,kurilsk,56.0,RU,2019-03-31,99.0,45.23,147.88,27.02,14.81
468,samarai,92.0,PG,2019-03-31,100.0,-10.62,150.67,76.34,13.35
469,varhaug,0.0,NO,2019-03-31,86.0,58.61,5.65,33.01,3.36
470,mount isa,0.0,AU,2019-03-31,28.0,-20.73,139.49,82.4,10.29
471,esmeraldas,0.0,BR,2019-03-31,82.0,-19.76,-44.31,68.0,2.24
472,betafo,8.0,MG,2019-03-31,89.0,-19.84,46.86,50.96,3.96
473,burnie,0.0,AU,2019-03-31,50.0,-41.05,145.91,68.0,8.01
474,tazmalt,75.0,DZ,2019-03-31,77.0,36.39,4.4,62.6,9.17
475,coihueco,0.0,CL,2019-03-31,93.0,-36.63,-71.83,55.4,4.7
476,qaqortoq,0.0,GL,2019-03-31,47.0,60.72,-46.03,14.0,11.41
477,mahenge,80.0,TZ,2019-03-31,95.0,-8.68,36.72,70.76,1.28
478,lapy,0.0,PL,2019-03-31,90.0,52.99,22.88,28.99,1.01
479,bilhaur,0.0,IN,2019-03-31,34.0,26.84,80.06,78.95,6.42
480,aripuana,8.0,BR,2019-03-31,93.0,-9.17,-60.63,76.07,1.39
481,sinjai,64.0,ID,2019-03-31,96.0,-5.12,120.25,78.95,1.16
482,kailua,1.0,US,2019-03-31,57.0,21.39,-157.74,80.6,6.93
483,macas,88.0,EC,2019-03-31,88.0,-2.3,-78.12,64.91,2.17
484,birin,92.0,SY,2019-03-31,97.0,35.01,36.67,48.17,7.31
485,caucaia,90.0,BR,2019-03-31,88.0,-3.73,-38.66,79.0,4.7
486,puerto escondido,40.0,MX,2019-03-31,74.0,15.86,-97.07,80.6,7.09
487,linfen,0.0,CN,2019-03-31,37.0,36.09,111.52,59.06,3.74
488,hay river,75.0,CA,2019-03-31,74.0,60.82,-115.79,37.4,9.17
489,putai,0.0,FR,2019-03-31,75.0,46.66,1.99,46.4,6.93
490,novoye leushino,0.0,RU,2019-03-31,92.0,56.81,40.51,29.45,12.8
491,mineiros,8.0,BR,2019-03-31,62.0,-17.57,-52.55,70.04,6.42
492,hwange,0.0,ZW,2019-03-31,56.0,-18.35,26.5,61.94,4.41
493,the valley,40.0,AI,2019-03-31,74.0,18.22,-63.06,78.8,6.93
494,along,92.0,IN,2019-03-31,96.0,28.17,94.8,56.36,1.72
495,fukue,20.0,JP,2019-03-31,57.0,35.03,136.69,61.0,23.04
496,esso,80.0,RU,2019-03-31,88.0,55.93,158.7,26.75,2.95
497,port shepstone,48.0,ZA,2019-03-31,94.0,-30.74,30.45,72.11,9.55
498,ormara,0.0,PK,2019-03-31,70.0,25.21,64.64,76.7,7.43
499,canico,75.0,PT,2019-03-31,67.0,32.63,-16.85,59.0,2.24
500,parry sound,44.0,CA,2019-03-31,64.0,45.34,-80.04,22.88,7.65
501,nizhniy kislyay,0.0,RU,2019-03-31,93.0,50.86,40.17,39.53,8.99
502,azle,1.0,US,2019-03-31,42.0,32.9,-97.55,48.99,7.09
503,passo de camaragibe,20.0,BR,2019-03-31,88.0,-9.24,-35.49,77.0,1.12
504,jiayuguan,44.0,CN,2019-03-31,69.0,39.77,98.29,43.85,2.62
505,tromso,90.0,NO,2019-03-31,100.0,69.65,18.96,30.2,39.15
506,el alto,40.0,BO,2019-03-31,93.0,-16.5,-68.19,44.6,5.82
507,alakurtti,0.0,RU,2019-03-31,93.0,66.96,30.34,10.99,4.0
508,sokoni,48.0,CD,2019-03-31,60.0,-12.89,28.78,68.24,4.97
509,west plains,1.0,US,2019-03-31,44.0,36.73,-91.85,39.99,3.36
510,leningradskiy,56.0,RU,2019-03-31,92.0,69.38,178.42,11.0,12.24
511,te anau,48.0,NZ,2019-03-31,68.0,-45.41,167.72,49.25,12.24
512,kieta,56.0,PG,2019-03-31,100.0,-6.22,155.63,81.2,2.73
513,san ramon,0.0,NI,2019-03-31,72.0,12.92,-85.84,66.99,1.99
514,ponta delgada,75.0,PT,2019-03-31,82.0,37.73,-25.67,55.4,17.22
515,pompeu,0.0,BR,2019-03-31,50.0,-21.05,-48.85,77.0,2.24
516,nishihara,75.0,JP,2019-03-31,28.0,35.74,139.53,61.0,5.82
517,harper,1.0,US,2019-03-31,48.0,30.3,-99.24,46.4,5.82
518,olinda,75.0,EC,2019-03-31,83.0,-2.03,-79.75,80.6,5.82
519,kharan,0.0,PK,2019-03-31,40.0,28.58,65.42,58.16,3.18
520,bonthe,0.0,SL,2019-03-31,91.0,7.53,-12.5,80.75,4.41
521,broome,0.0,GB,2019-03-31,86.0,52.47,1.45,44.01,6.93
522,smithers,5.0,CA,2019-03-31,56.0,54.78,-127.17,41.0,4.7
523,puerto maldonado,8.0,PE,2019-03-31,92.0,-12.59,-69.19,76.34,0.94
524,vao,8.0,EE,2019-03-31,88.0,59.1,26.19,30.98,10.0
525,kazlu ruda,0.0,LT,2019-03-31,79.0,54.77,23.5,28.4,3.36
526,altay,8.0,CN,2019-03-31,71.0,47.83,88.13,38.45,2.73
527,dalbandin,0.0,PK,2019-03-31,38.0,28.9,64.41,61.76,4.74
528,fujieda,20.0,JP,2019-03-31,33.0,34.93,138.23,62.01,14.99
529,damietta,0.0,EG,2019-03-31,87.0,31.42,31.81,55.4,8.05
530,vardo,75.0,US,2019-03-31,40.0,39.62,-77.74,34.0,21.92
531,richards bay,0.0,ZA,2019-03-31,93.0,-28.77,32.06,70.13,11.01
532,manali,0.0,IN,2019-03-31,79.0,32.25,77.19,2.36,1.61
533,cururupu,88.0,BR,2019-03-31,98.0,-1.82,-44.87,77.33,3.85
534,knyaze-volkonskoye,20.0,RU,2019-03-31,27.0,48.46,135.46,37.4,6.71
